,nm,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0
0,935.6099849999999,0.320194,0.227683,0.24469899999999997,0.289756,0.436432,0.24445999999999998,0.295029,0.196526,0.20084000000000002,0.19389,0.141403,0.174717,0.20108,0.18717899999999998,0.355665,0.413904,0.43403500000000006,0.303657,0.372202,0.350632,0.390896,0.468308,0.366929,0.299583,0.47597700000000004,0.33553299999999997,0.290475,0.375078,0.362136,0.310847,0.434754,0.414383,0.348954,0.274418,0.108329,0.156023,0.177832,0.216898,0.28160799999999997,0.32906199999999997,0.287599,0.24805500000000003,0.139965,0.098023,0.101379,0.124626,0.08100700000000001,0.183105,0.12918
1,939.0599980000001,0.326765,0.23408400000000001,0.187832,0.274511,0.45263400000000004,0.28369,0.309641,0.189068,0.138579,0.15693900000000002,0.169826,0.189421,0.197012,0.22296300000000002,0.398967,0.46004799999999996,0.402498,0.37142800000000004,0.407617,0.35589299999999996,0.362601,0.41679700000000003,0.344948,0.28033600000000003,0.45969499999999996,0.382726,0.30240300000000003,0.395966,0.38413800000000003,0.375488,0.389788,0.42173999999999995,0.38608000000000003,0.255092,0.116513,0.102566,0.139992,0.21166500000000002,0.30240300000000003,0.255975,0.23885100000000004,0.22190300000000002,0.083677,0.12163199999999999,0.067789,0.12604500000000002,0.082088,0.158175,0.197012
2,942.5200199999999,0.341016,0.21390599999999999,0.176676,0.28671399999999997,0.407986,0.266226,0.301583,0.212144,0.183616,0.14363199999999998,0.189453,0.198265,0.188572,0.192427,0.441691,0.46933800000000003,0.42010200000000003,0.37196799999999997,0.392896,0.365469,0.356657,0.430676,0.356657,0.26820900000000003,0.439047,0.367562,0.304007,0.417128,0.379898,0.380229,0.393667,0.389151,0.397412,0.282528,0.096599,0.128211,0.132287,0.256643,0.28418000000000004,0.21743099999999999,0.20168,0.170398,0.098362,0.09957300000000001,0.069283,0.091753,0.114553,0.151673,0.188572
3,945.9799800000001,0.34374299999999997,0.201351,0.148412,0.27464099999999997,0.416706,0.258805,0.31508200000000003,0.210709,0.189573,0.136961,0.2041,0.184926,0.186366,0.16889400000000002,0.441507,0.473375,0.437123,0.389484,0.408199,0.35486799999999996,0.380519,0.437777,0.3478,0.2946,0.45165,0.363702,0.306051,0.384773,0.39557,0.40388,0.404927,0.395832,0.390662,0.295647,0.090762,0.127538,0.140102,0.282886,0.271631,0.184665,0.173213,0.158621,0.08317100000000001,0.091154,0.069233,0.079703,0.101363,0.140756,0.179822
4,949.429993,0.341208,0.204725,0.12948800000000002,0.280124,0.430435,0.254747,0.308877,0.21196399999999999,0.188051,0.146528,0.207002,0.177802,0.172231,0.180161,0.436698,0.46333500000000005,0.433932,0.406481,0.41750200000000004,0.365325,0.373946,0.443245,0.345478,0.29936,0.463905,0.35686599999999996,0.32115900000000003,0.371506,0.41494,0.414005,0.40213000000000004,0.40526100000000004,0.39379200000000003,0.302085,0.101874,0.114156,0.135792,0.27121799999999996,0.274878,0.173004,0.150351,0.138639,0.07259299999999999,0.085526,0.061125,0.07962899999999999,0.076619,0.13384000000000001,0.172231
5,952.8900150000001,0.341948,0.20906599999999997,0.122518,0.28619,0.427359,0.254958,0.293229,0.20341199999999998,0.194073,0.14322000000000001,0.20477,0.180327,0.173953,0.176281,0.43301300000000004,0.46784799999999993,0.437308,0.415387,0.42004300000000006,0.352812,0.356969,0.436366,0.33757,0.29228699999999996,0.462139,0.354586,0.311132,0.373707,0.411397,0.42348,0.412228,0.40682399999999996,0.399092,0.304952,0.10043099999999999,0.11741900000000001,0.129419,0.278431,0.26244,0.16685899999999998,0.150231,0.132495,0.073494,0.09056499999999999,0.064321,0.085743,0.083554,0.12648099999999998,0.171182
6,956.349976,0.345688,0.206069,0.12008599999999998,0.284549,0.42805299999999996,0.255654,0.300815,0.206565,0.190919,0.141809,0.210141,0.177753,0.180894,0.179964,0.44264499999999996,0.47133400000000003,0.44221099999999997,0.424209,0.42795,0.36232600000000004,0.373157,0.448371,0.350421,0.296558,0.458416,0.361871,0.31398200000000004,0.38314000000000004,0.42239,0.42023999999999995,0.409141,0.403354,0.399902,0.307367,0.100038,0.11531199999999998,0.126845,0.27774899999999997,0.27018400000000004,0.169444,0.147597,0.13339700000000002,0.070047,0.086003,0.059837,0.08401900000000001,0.082221,0.12854000000000002,0.17469400000000002
7,959.8099980000001,0.34498,0.19565,0.122841,0.28634,0.424199,0.255405,0.30598600000000004,0.206871,0.190655,0.144702,0.20895300000000003,0.177352,0.184827,0.175454,0.451421,0.47885900000000003,0.44239700000000004,0.42839399999999994,0.431008,0.370454,0.379245,0.455067,0.355935,0.30224,0.462343,0.364543,0.315011,0.391615,0.420153,0.42010299999999995,0.41637299999999994,0.401638,0.404685,0.309716,0.093271,0.118612,0.130916,0.278964,0.27631700000000003,0.167845,0.149497,0.132464,0.06869600000000001,0.08642799999999999,0.063402,0.08478,0.07976799999999999,0.130333,0.173173
8,963.2700199999999,0.345273,0.196677,0.12172899999999999,0.28033800000000003,0.43073599999999995,0.257077,0.304386,0.20750700000000002,0.186477,0.143431,0.213873,0.17819400000000002,0.183387,0.17313,0.453211,0.485742,0.437961,0.425328,0.438018,0.372726,0.377347,0.44980600000000004,0.350165,0.303156,0.463239,0.371052,0.319579,0.38759,0.422839,0.42407,0.42109399999999997,0.403841,0.40783200000000003,0.310266,0.096794,0.11921099999999998,0.133188,0.290224,0.279723,0.163302,0.15077000000000002,0.136493,0.065664,0.087638,0.060199,0.082745,0.079555,0.131571,0.174804
9,966.7299800000001,0.347556,0.198304,0.123774,0.283056,0.428896,0.256792,0.301247,0.20953000000000002,0.191802,0.149767,0.21486,0.176379,0.184013,0.1771,0.45246899999999995,0.48286599999999996,0.437471,0.43211499999999997,0.44139700000000004,0.371567,0.37849299999999997,0.45498,0.351457,0.298299,0.46188,0.36943000000000004,0.323275,0.385291,0.425858,0.426836,0.418571,0.408851,0.409211,0.311186,0.099776,0.122474,0.134679,0.29141100000000003,0.28469099999999997,0.165448,0.151119,0.137511,0.070024,0.085396,0.060497,0.082473,0.083052,0.131576,0.172426
10,970.1900019999999,0.347519,0.20041099999999998,0.125025,0.288695,0.426809,0.261307,0.302874,0.21184699999999998,0.19764400000000001,0.148329,0.215692,0.177202,0.190914,0.17793299999999998,0.45861599999999997,0.48511800000000005,0.436928,0.432138,0.442317,0.368631,0.380715,0.460149,0.351973,0.301987,0.46974099999999996,0.371302,0.3254,0.38602,0.429779,0.431958,0.423587,0.409995,0.404893,0.318298,0.099122,0.124773,0.137455,0.294323,0.277713,0.164951,0.152054,0.137479,0.070476,0.090847,0.060297,0.087302,0.080572,0.129707,0.174148
11,973.650024,0.35271399999999997,0.199728,0.12384500000000001,0.287744,0.42687700000000006,0.256564,0.305755,0.218229,0.194077,0.15078699999999998,0.21803499999999998,0.181557,0.186547,0.181159,0.45842200000000005,0.486162,0.442165,0.437586,0.440354,0.372616,0.383222,0.461225,0.352463,0.303773,0.473608,0.367695,0.326671,0.389397,0.432493,0.428893,0.423562,0.412033,0.40991400000000006,0.319232,0.103031,0.122261,0.137322,0.294067,0.282037,0.16816,0.151516,0.135658,0.069082,0.089269,0.061005,0.086102,0.079654,0.133494,0.175155
