,tx_id,tx_file_hash,buyer_id,platform_name,order_id,buy_date,toon_name,round_num,author_names
0,1,00197d19cb20b7379bd23a94b356671f3643357e36ea83b23c03a139eefed7c2bd3,0018c518555,KTOON,112340001,20190729,독고리와인드,6,민
1,1,00197d19cb20b7379bd23a94b356671f3643357e36ea83b23c03a139eefed7c2bd3,0018c518555,KTOON,112340001,20190729,독고리와인드,6,백승훈
